odi:TarotDeck,odi:hasTypology,odi:hasName,odi:hasDate,odi:hasAuthor,odi:hasOriginalNumberOfCards,odi:hasCurrentNumberOfCards
mazzo-la-taverna-dei-destini-incrociati,Tarocchi di Marsiglia,Ancien Tarot de Marseille,1930,"""Paul Marteau, Nicolas Conver, B.-P. Grimaud""",78,78
