Contributor,Published/Created Date,Publication Place,Publisher,Description,Provenance,Extent,Language,Repository,Call Number,Extent of Digitization,Genre,Material,Resource Type,Subject (Geographic),Subject (Topic),Access,Rights,Orbis ID,Object ID (OID),title,manifest_id
"Marteau, Paul. B. P. Grimaud (Firm), playing card maker. Cary Collection of Playing Cards (Beinecke Rare Book and Manuscript Library)",[1930?],Paris France Paris,B. P. Grimaud,"BEIN PLAYING CARDS GEN 1316: Cary's original reference number on case: ""F-223"". Ms. annotation on case in Melbert B. Cary's hand: ""1/1/38 Gift Marteau"". From the Cary Collection of Playing Cards. Title from box. Date of publication from Keller. Italian suit system. Composition of deck: 78 (A, K, Q, C, J, 10-2, trumps I-XXI, Fool). Courts: B. P. GRIMAUD. PARIS. 2D: 1748 / B. P. GRIMAUD / 1930. Single figure trumps: B. P. GRIMAUD. PARIS; VII: S.M. Card backs: swirls and dots, green and light green. Issued in box, brown: [label] B. P. GRIMAUD / ANCIEN TAROT / DE MARSEILLE / PARIS.",Mary Flagler Cary; 1967.,"78 cards : 119 x 62 mm, in box 128 x 70 x 42 mm",French,Beinecke Library,PLAYING CARDS GEN 1316,Completely digitized,Specimens Playing cards Tarot cards Tarot de Marseille Lithographs,color ; lithography,text still image,France,Playing cards,Public,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement.",15011216,10991686,Ancien Tarot de Marseille,https://collections.library.yale.edu/manifests/10991686
